id,libelle,statut,etat commerc,agrement col,tx rembours,forme pharma,voies admin,statut admin,date declar annee,date amm annee,type proc,titulaires,prix
1548_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,15%,comprimé,orale,Autorisation active,20100101,20090101,Procédure nationale, SANOFI AVENTIS FRANCE,5.21
1644_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 5 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé sécable,orale,Autorisation active,20110101,20100101,Procédure nationale, TEVA SANTE,10.99
5276_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 112 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé pelliculé,orale,Autorisation active,20130101,20090101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,102.8
28_train,flacon(s) polyéthylène haute densité (PEHD) de 28 gélule(s),Présentation active,Déclaration de commercialisation,oui,65%,gélule gastro-résistant(e),orale,Autorisation active,20120101,20100101,Procédure nationale, KRKA (SLOVENIE),8.14
3180_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé sécable,orale,Autorisation active,20140101,19940101,Procédure nationale, EVOLUPHARM,7.49
7125_train,plaquette(s) thermoformée(s) aluminium de 90 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé sécable,orale,Autorisation active,20140101,20060101,Procédure nationale, OPENING PHARMA FRANCE,18.63
7177_train,plaquette(s) thermoformée(s) aluminium de 12 comprimé(s) (distributeur parallèle : PHARMA LAB),Présentation active,Déclaration de commercialisation,oui,65%,comprimé,orale,Autorisation active,20100101,20050101,Procédure centralisée, MERCK SHARP & DOHME (GRANDE BRETAGNE),41.86
3231_train,plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 12 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20120101,20100101,Procédure nationale, TEVA SANTE,20.15
2326_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé sécable,orale,Autorisation active,20100101,20100101,Procédure nationale, TEVA SANTE,18.14
5026_train,plaquette(s) thermoformée(s) PVDC polyéthylène PVC aluminium de 30 gélule(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,gélule à libération prolongée,orale,Autorisation active,20140101,20080101,Procédure nationale, RATIOPHARM (ALLEMAGNE),11.65
1262_train,1 flacon(s) polypropylène de 20 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé dispersible sécable,orale,Autorisation active,19970101,19960101,Procédure nationale, MSD FRANCE,2.31
4025_train,40 poche(s) polypropylène styrène éthylène butadiène suremballée(s)/surpochée(s) de 50  ml,Présentation active,Déclaration de commercialisation,non,65%,solution pour perfusion,intraveineuse,Autorisation active,19990101,19970101,Procédure de reconnaissance mutuelle, FRESENIUS KABI FRANCE,1.52
3585_train,flacon(s) polyéthylène haute densité (PEHD) de 180 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20100101,20090101,Procédure centralisée, GENZYME EUROPE,151.65
1150_train,plaquette(s) thermoformée(s) aluminium PVC PVDC de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,30%,comprimé sécable,orale,Autorisation active,20060101,19900101,Procédure nationale, SANOFI AVENTIS FRANCE,2.29
3269_train,tube(s) aluminium de 10 g,Présentation active,Déclaration de commercialisation,oui,15%,crème,cutanée,Autorisation active,20070101,20030101,Procédure nationale, BIOGARAN,6.4
4349_train,1 ampoule(s) en verre de 2 ml avec seringue(s) polypropylène avec aiguille(s),Présentation active,Déclaration de commercialisation,oui,65%,suspension injectable,"intra-articulaire,intralésionnelle,intramusculaire",Autorisation active,19780101,19970101,Procédure nationale, BRISTOL MYERS SQUIBB,3.73
3576_train,plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé sécable,orale,Autorisation active,20140101,20130101,Procédure nationale, BIOGARAN,10.32
1969_train,12 flacon(s) en verre de 500 ml,Présentation active,Déclaration de commercialisation,oui,15%,solution pour perfusion,intraveineuse,Autorisation active,19770101,19980101,Procédure nationale, BAXTER,8.07
2902_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 1  gélule(s),Présentation active,Déclaration de commercialisation,oui,30%,gélule,orale,Autorisation active,20090101,20030101,Procédure nationale, EFFIK,2.38
3248_train,plaquette(s) thermoformée(s) PVC aluminium de 30 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,15%,comprimé,orale,Autorisation active,20130101,19970101,Procédure nationale, TEVA SANTE,8.25
965_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé pelliculé sécable,orale,Autorisation active,20140101,20090101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),41.79
1959_train,plaquette(s) thermoformée(s) PVC aluminium de 30 gélule(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,gélule,orale,Autorisation active,20150101,20000101,Procédure nationale, TEVA SANTE,3.79
3993_train,1 flacon(s) en verre brun de 200 ml avec seringue(s) pour administration orale polyéthylène polystyrène,Présentation active,Déclaration de commercialisation,oui,65%,sirop,orale,Autorisation active,19550101,19880101,Procédure nationale, UCB PHARMA,1.78
624_train,1 seringue(s) préremplie(s) polycyclooléfine de 125 ml pour injecteur automatique,Présentation active,Déclaration d'arrêt de commercialisation,oui,65%,solution injectable,"intra-artérielle,intraveineuse",Autorisation active,20140101,20090101,Procédure nationale, BAYER HEALTHCARE,55.15
2791_train,10 récipient(s) unidose(s) polyéthylène basse densité (PEBD) suremballée(s)/surpochée(s) polyester aluminium polyéthylène de 2 ml,Présentation active,Déclaration de commercialisation,oui,65%,solution pour inhalation par nébuliseur,inhalée,Autorisation active,20060101,20020101,Procédure nationale, ARROW GENERIQUES,4.04
764_train,"5 seringue(s) préremplie(s) en verre avec aiguille(s) de 0,5 ml",Présentation active,Déclaration de commercialisation,oui,100%,solution injectable ou pour perfusion,"intraveineuse,sous-cutanée",Autorisation active,20130101,20090101,Procédure centralisée, SANDOZ (AUTRICHE),700.61
2531_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé sécable,orale,Autorisation active,20110101,20100101,Procédure nationale, TEVA SANTE,18.63
8522_train,plaquette(s) thermoformée(s) PVC aluminium de 14 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé dispersible,orale,Autorisation active,20010101,20010101,Procédure nationale, MYLAN SAS,4.18
8056_train,1 flacon(s) en verre de 10 ml,Présentation active,Déclaration de commercialisation,oui,65%,solution injectable,intraveineuse,Autorisation active,19490101,19980101,Procédure nationale, SANOFI AVENTIS FRANCE,33.82
348_train,plaquette(s) thermoformée(s) PVC aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé,orale,Autorisation active,20100101,19970101,Procédure de reconnaissance mutuelle, BIOGARAN,6.36
7854_train,plaquette(s) thermoformée(s) PVC-aluminium de 20  comprimé(s),Présentation active,Déclaration de commercialisation,oui,30%,comprimé pelliculé,orale,Autorisation active,19970101,19950101,Procédure nationale, LABORATOIRE CCD,2.65
1211_train,1 flacon(s) en verre de 100 ml,Présentation active,Déclaration de commercialisation,oui,65%,solution injectable,"intra-artérielle,intraveineuse",Autorisation active,19950101,19940101,Procédure nationale, GUERBET,45.21
2039_train,film(s) thermosoudé(s) aluminium polyéthylène de 16  comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé effervescent(e) sécable,orale,Autorisation active,20100101,19840101,Procédure nationale, UPSA,1.08
7441_train,plaquette(s) thermoformée(s) aluminium de 270 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé,orale,Autorisation active,20110101,20100101,Procédure décentralisée, SANOFI AVENTIS FRANCE,21.73
6117_train,2 flacon(s) polytéréphtalate (PET) avec fermeture de sécurité enfant de 176 ml avec gobelet(s) doseur(s) polypropylène,Présentation active,Déclaration de commercialisation,oui,65%,solution à diluer pour solution buvable,orale,Autorisation active,20150101,20130101,Procédure décentralisée, IPSEN PHARMA,8.95
6230_train,plaquette(s) thermoformée(s) PVC polyéthylène acétate de polyvinyle de 56 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé pelliculé,orale,Autorisation active,20120101,20090101,Procédure centralisée, TEVA (PAYS-BAS),210.25
2664_train,1 flacon(s) en verre brun avec fermeture de sécurité enfant avec adaptateur avec seringue(s) pour administration orale avec gobelet(s) doseur(s),Présentation active,Déclaration de commercialisation,oui,30%,poudre pour suspension buvable,orale,Autorisation active,20120101,20110101,Procédure centralisée, ROCHE REGISTRATION,11.31
8228_train,plaquette(s) thermoformée(s) PVC-aluminium de 30  comprimé(s),Présentation active,Déclaration de commercialisation,oui,15%,comprimé pelliculé,orale,Autorisation active,20030101,20020101,Procédure nationale, PFIZER HOLDING FRANCE,6.41
625_train,plaquette(s) thermoformée(s) aluminium polyamide PVC-Aluminium de 90 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé pelliculé,orale,Autorisation active,20140101,20110101,Procédure décentralisée, TEVA SANTE,23.71
1427_train,2 ampoule(s) en verre de 1  ml avec seringue(s) polypropylène montée avec aiguille,Présentation active,Déclaration d'arrêt de commercialisation,non,65%,solution injectable,sous-cutanée,Autorisation active,20120101,19860101,Procédure nationale, SANOFI AVENTIS FRANCE,5.51
2125_train,plaquette(s) thermoformée(s) aluminium de 28 gélule(s),Présentation active,Déclaration de commercialisation,oui,65%,gélule gastro-résistant(e),orale,Autorisation active,20070101,20070101,Procédure nationale, BIOGARAN,8.14
8208_train,6 plaquette(s) thermoformée(s) PVC PVDC aluminium de 10 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20120101,20100101,Procédure centralisée, ASTRAZENECA AB,74.04
7234_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 15 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé à libération prolongée,orale,Autorisation active,20070101,20050101,Procédure nationale, SANOFI AVENTIS FRANCE,5.56
5704_train,"12 seringue(s) préremplie(s) en verre avec aiguille(s) de 0,5 ml",Présentation active,Déclaration de commercialisation,oui,65%,solution injectable,sous-cutanée,Autorisation active,20000101,19990101,Procédure de reconnaissance mutuelle, ROCHE,524.2
474_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium PETP : copolymère de polytéréphta.d'éthlè.glycol et de diéthylè.glycol de 28 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé orodispersible,orale,Autorisation active,20110101,20090101,Procédure nationale, BIOGARAN,43.5
8259_train,3 plaquette(s) thermoformée(s) PVC-aluminium de 10 comprimé(s),Présentation active,Déclaration de commercialisation,oui,15%,comprimé pelliculé,orale,Autorisation active,20000101,19950101,Procédure nationale, MYLAN MEDICAL,5.76
3121_train,"20 récipient(s) unidose(s) polyéthylène de 0,4 ml",Présentation active,Déclaration de commercialisation,oui,65%,collyre,ophtalmique,Autorisation active,19930101,19910101,Procédure nationale, HORUS PHARMA,2.68
381_train,1 flacon(s) polyéthylène haute densité (PEHD) de 7 gélule(s) avec fermeture de sécurité enfant,Présentation active,Déclaration de commercialisation,oui,65%,gélule gastro-résistant(e),orale,Autorisation active,20070101,20070101,Procédure nationale, ARROW GENERIQUES,1.76
6659_train,"6 seringue(s) préremplie(s) en verre de 0,3  ml",Présentation active,Déclaration de commercialisation,oui,65%,solution injectable,"intraveineuse,sous-cutanée",Autorisation active,19990101,19980101,Procédure centralisée, ROCHE REGISTRATION,131.97
3305_train,1 récipient(s) multidose(s) polyéthylène de 100  mg ( abrogée le 27/03/2012),Présentation abrogée,Déclaration d'arrêt de commercialisation,non,65%,poudre pour inhalation,inhalée,Autorisation active,20120101,19900101,Procédure nationale, ASTRAZENECA,9.49
3397_train,plaquette(s) thermoformée(s) PVC-Aluminium de 10 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20130101,20090101,Procédure nationale, EVOLUPHARM,9.66
1816_train,pilulier(s) polyéthylène haute densité (PEHD) de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé sécable,orale,Autorisation active,20140101,20050101,Procédure nationale, MYLAN SAS,6.36
5140_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 56 gélule(s),Présentation active,Déclaration de commercialisation,oui,15%,gélule,orale,Autorisation active,20110101,20100101,Procédure décentralisée, MYLAN SAS,29.45
6742_train,plaquette(s) thermoformée(s) PVC-aluminium polyamide aluminium de 30 capsule(s),Présentation active,Déclaration de commercialisation,oui,65%,capsule,orale,Autorisation active,20000101,19790101,Procédure nationale, LABORATOIRES LEO,5.83
4661_train,plaquette(s) formée(s) à froid PVC-Aluminium polyamide aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20110101,20090101,Procédure de reconnaissance mutuelle, RANBAXY PHARMACIE GENERIQUES,18.63
464_train,1 flacon(s) en verre - 1 seringue(s) préremplie(s) en verre de 1 ml avec aiguille(s),Présentation active,Déclaration de commercialisation,oui,100%,poudre et  solvant pour solution injectable,sous-cutanée,Autorisation active,20140101,20130101,Procédure décentralisée, GENEVRIER,48.02
1517_train,film(s) thermosoudé(s) aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé sécable,orale,Autorisation active,20110101,20070101,Procédure nationale, SANOFI AVENTIS FRANCE,3.63
3742_train,1 poche(s) polypropylène suremballée(s)/surpochée(s) de 250 ml,Présentation active,Déclaration de commercialisation,oui,65%,solution injectable,intraveineuse,Autorisation active,20110101,19980101,Procédure nationale, CHAIX ET DU MARAIS,1.8
8043_train,plaquette(s) PVC-Aluminium de 7 gélule(s),Présentation active,Déclaration de commercialisation,oui,65%,gélule,orale,Autorisation active,20090101,19950101,Procédure de reconnaissance mutuelle, PFIZER HOLDING FRANCE,14.2
287_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20120101,19990101,Procédure nationale, BIOGARAN,11.32
1308_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,15%,comprimé,orale,Autorisation active,20100101,20100101,Procédure nationale, ZYDUS FRANCE,5.21
8311_train,"1 seringue(s) préremplie(s) en verre avec aiguille(s) de 0,5  ml",Présentation active,Déclaration de commercialisation,oui,65%,solution injectable,sous-cutanée,Autorisation active,20000101,19990101,Procédure de reconnaissance mutuelle, ROCHE,36.5
1690_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30  comprimé(s),Présentation active,Déclaration de commercialisation,oui,100%,comprimé pelliculé,orale,Autorisation active,20030101,19900101,Procédure nationale, TEVA SANTE,7.33
5294_train,plaquette(s) formée(s) à froid aluminium de 14 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé gastro-résistant(e),orale,Autorisation active,20120101,20120101,Procédure nationale, ZYDUS FRANCE,3.49
3901_train,"60 récipient(s) unidose(s) polyéthylène de 0,25 ml",Présentation active,Déclaration de commercialisation,oui,65%,collyre,ophtalmique,Autorisation active,19960101,19920101,Procédure nationale, THEA,7.52
6345_train,plaquette(s) thermoformée(s) PVC-aluminium polyamide de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,100%,comprimé,orale,Autorisation active,19980101,19980101,Procédure nationale, BIOGARAN,3.41
3516_train,5 sachet(s) papier aluminium polyacrylonitrile de 1 dispositif(s),Présentation active,Déclaration de commercialisation,oui,65%,dispositif,transdermique,Autorisation active,20090101,20080101,Procédure de reconnaissance mutuelle, TAKEDA FRANCE,53.03
6910_train,plaquette(s) thermoformée(s) polyamide aluminium polyéthylène de 14 gélule(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,gélule gastro-résistant(e),orale,Autorisation active,20140101,20110101,Procédure décentralisée, TEVA SANTE,3.94
6302_train,"1 stylo prérempli en verre (SureClick) de 0,3 ml",Présentation active,Déclaration de commercialisation,oui,65%,solution injectable,sous-cutanée,Autorisation active,20060101,20050101,Procédure centralisée, AMGEN EUROPE,89.1
4071_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20120101,20110101,Procédure décentralisée, BIOGARAN,8.13
6723_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20110101,20080101,Procédure nationale, EVOLUPHARM,18.63
3104_train,plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé sécable,orale,Autorisation active,20000101,19990101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,4.22
7023_train,4 sachet(s) P-A-M-éthylène (SURLYN) aluminium polyéthylène papier de 1 dispositif(s),Présentation active,Déclaration de commercialisation,oui,65%,dispositif,transdermique,Autorisation active,20000101,19990101,Procédure de reconnaissance mutuelle, BESINS INTERNATIONAL (FRANCE),6.25
6603_train,"1 flacon(s) en verre de 8,35 g - avec cuillère-mesure",Présentation active,Déclaration de commercialisation,oui,65%,granulés pour suspension buvable,orale,Autorisation active,20080101,19930101,Procédure nationale, SANOFI AVENTIS FRANCE,3.69
3603_train,"1 flacon(s) en verre - 1 seringue(s) préremplie(s) en verre de 0,5 ml avec 2 aiguille(s)",Présentation active,Déclaration de commercialisation,oui,65%,poudre et  suspension pour suspension injectable,intramusculaire,Autorisation active,20060101,20000101,Procédure centralisée, GLAXOSMITHKLINE BIOLOGICALS,38.76
6351_train,4 sachet(s) P-A-M-éthylène (SURLYN) aluminium polyéthylène papier de 1 dispositif(s),Présentation active,Déclaration de commercialisation,oui,65%,dispositif,transdermique,Autorisation active,20000101,19990101,Procédure de reconnaissance mutuelle, ROTTAPHARM,6.25
4706_train,1 flacon(s) en verre de 14 gélule(s),Présentation active,Déclaration de commercialisation,oui,30%,gélule,vaginale,Autorisation active,19730101,19970101,Procédure nationale, BESINS INTERNATIONAL (FRANCE),3.5
8430_train,plaquette(s) thermoformée(s) aluminium PVC PVDC de 90 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,oui,65%,comprimé,orale,Autorisation active,20150101,20060101,Procédure nationale, TEVA SANTE,19.75
2929_train,plaquette(s) thermoformée(s) PVC aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé sécable,orale,Autorisation active,20100101,20030101,Procédure nationale, BIOGARAN,14.86
3117_train,1 flacon(s) polyéthylène de 30  g avec embout(s) poudreur(se)(s) polypropylène basse densité,Présentation active,Déclaration de commercialisation,oui,30%,poudre pour application,cutanée,Autorisation active,19990101,19960101,Procédure nationale, PIERRE FABRE DERMATOLOGIE,3.58
1534_train,1 flacon(s) en verre de 50 ml,Présentation active,Déclaration de commercialisation,oui,65%,solution injectable,"intra-artérielle,intraveineuse",Autorisation active,19890101,19880101,Procédure nationale, BAYER HEALTHCARE,25.47
2157_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 15 comprimé(s),Présentation active,Déclaration de commercialisation,oui,30%,comprimé,orale,Autorisation active,20100101,20080101,Procédure de reconnaissance mutuelle, J URIACH & CIA SA,3.56
6435_train,40 poche(s) polypropylène styrène éthylène butadiène suremballée(s)/surpochée(s) de 100  ml,Présentation active,Déclaration de commercialisation,non,65%,solution pour perfusion,intraveineuse,Autorisation active,19990101,19970101,Procédure de reconnaissance mutuelle, FRESENIUS KABI FRANCE,1.69
8498_train,1 flacon(s) polyéthylène haute densité (PEHD) de 14 gélule(s) avec fermeture à témoin d'effraction,Présentation active,Déclaration de commercialisation,oui,65%,gélule gastro-résistant(e),orale,Autorisation active,20100101,20050101,Procédure nationale, SANDOZ,3.94
1628_train,plaquette(s) PVC polyéthylène PVDC aluminium de 60 comprimé(s),Présentation active,Déclaration de commercialisation,oui,100%,comprimé pelliculé,orale,Autorisation active,20140101,20130101,Procédure décentralisée, MYLAN SAS,29.21
3142_train,plaquette(s) thermoformée(s) aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé sécable,orale,Autorisation active,20110101,20080101,Procédure de reconnaissance mutuelle, SANDOZ,8.13
6628_train,plaquette(s) PVC-Aluminium de 20 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20130101,20120101,Procédure nationale, BIOGARAN,7.82
6886_train,1 flacon(s) pulvérisateur(s) polytéréphtalate (PET) de 120 doses avec pompe(s) doseuse(s) avec embout(s) nasal(aux),Présentation active,Déclaration de commercialisation,oui,30%,suspension pour pulvérisation,nasale,Autorisation active,20110101,20060101,Procédure nationale, CHIESI,7.11
200_train,1 flacon(s) pulvérisateur(s) polyéthylène de 15  ml avec pompe doseuse avec embout nasal,Présentation active,Déclaration de commercialisation,oui,30%,suspension pour pulvérisation,nasale,Autorisation active,19990101,19970101,Procédure nationale, SANOFI AVENTIS FRANCE,8.56
3153_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20080101,19950101,Procédure nationale, TEVA SANTE,11.32
876_train,1 tube(s) polypropylène de 30 g,Présentation active,Déclaration de commercialisation,oui,65%,crème,cutanée,Autorisation active,19970101,19880101,Procédure nationale, GALDERMA INTERNATIONAL,2.27
4405_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 gélule(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,gélule,orale,Autorisation active,20140101,20000101,Procédure nationale, MYLAN MEDICAL,19.8
4448_train,plaquette(s) thermoformée(s) PVC-Aluminium de 16 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé pelliculé,orale,Autorisation abrogée,20120101,20030101,Procédure nationale, SANDOZ,10.31
3105_train,plaquette(s) thermoformée(s) PVC PVDC de 30 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,30%,comprimé à libération prolongée,orale,Autorisation abrogée,20110101,20050101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,12.18
3835_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 50 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,19740101,19940101,Procédure nationale, AMDIPHARM,4.59
5955_train,plaquette(s) thermoformée(s) aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé sécable,orale,Autorisation active,20080101,20060101,Procédure nationale, BOUCHARA-RECORDATI,14.79
3944_train,1 cartouche(s) bicompartimentée(s) en verre dans stylo pré-rempli avec 1 aiguille(s) avec 2 tampon(s) nettoyant(s),Présentation active,Déclaration de commercialisation,non,65%,poudre et  solvant pour solution injectable,sous-cutanée,Autorisation active,20020101,20020101,Procédure centralisée, MERCK SHARP & DOHME (GRANDE BRETAGNE),93.44
6_train,flacon(s) polyéthylène haute densité (PEHD) de 100 capsule(s),Présentation active,Déclaration de commercialisation,oui,100%,capsule molle,orale,Autorisation active,20150101,20010101,Procédure centralisée, EISAI (ROYAUME-UNI),877.83
7075_train,2 seringue(s) préremplie(s) en verre de 1 ml,Présentation active,Déclaration de commercialisation,oui,65%,solution injectable,"sous-cutanée,voie extracorporelle autre",Autorisation active,19960101,19850101,Procédure nationale, ASPEN PHARMA TRADING (IRLANDE),17.65
8470_train,plaquette(s) thermoformée(s) aluminium PVC PVDC de 30 gélule(s),Présentation active,Déclaration de commercialisation,oui,65%,gélule à libération prolongée,orale,Autorisation active,20130101,20110101,Procédure de reconnaissance mutuelle, KRKA (SLOVENIE),11.65
5114_train,plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s),Présentation active,Déclaration de commercialisation,oui,30%,comprimé pelliculé,orale,Autorisation active,20090101,20080101,Procédure nationale, MITHRIDATUM,12.92
7783_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 gélule(s),Présentation active,Déclaration de commercialisation,oui,65%,gélule,orale,Autorisation active,20100101,20080101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,7.01
476_train,1 flacon(s) en verre de 250 ml,Présentation active,Déclaration de commercialisation,oui,65%,solution injectable,intraveineuse,Autorisation active,19350101,19980101,Procédure nationale, CHAIX ET DU MARAIS,1.72
741_train,1 flacon(s) polyéthylène de 5 ml avec compte-gouttes,Présentation active,Déclaration de commercialisation,oui,30%,collyre,ophtalmique,Autorisation active,20040101,19930101,Procédure nationale, SANOFI AVENTIS FRANCE,2.74
